epoch,time,domain,freq,dyn_power,leak_power,total_power,dyn_energy,leak_energy,total_energy,class0_energy,class1_energy
1,10000,0,1,3.01624,0,3.01624,30162.4,0,30162.4,10739.8,19422.6
2,20000,0,0.67393,2.55178,0,2.55178,25517.8,0,25517.8,11383.5,14134.3
3,30000,0,0.618398,2.7755,0,2.7755,27755,0,27755,12870.8,14884.2
