topology,policy,injection_rate,power_cap,run_name,converged,latency_avg,control_latency_avg,batch_latency_avg,control_p99,batch_p99,control_throughput,batch_throughput,power_avg,power_peak,freq_avg,freq_min,throughput,elapsed_time,error,batch_nlat_p99,batch_p99_avg,batch_p99_csv,batch_plat_p99,batch_throughput_csv,control_nlat_p99,control_p99_avg,control_p99_csv,control_plat_p99,control_throughput_csv,exit_code,exp_id,summary_batch_p99,summary_control_p99,summary_policy,summary_power_cap,summary_total_power_avg
mesh,hw_reactive,0.6,0.7,mesh_hw_reactive_inj0.6_cap0.7,True,8394.66,,,,,,,2.4454999999999996,3.01624,0.7124555937499999,0.576235,,45.15918278694153,,,910.0,1687,,6.684433333333335,,1202.6666666666667,2151,,3.588233333333333,0,124,,,,,
mesh,hw_reactive,0.6,0.8,mesh_hw_reactive_inj0.6_cap0.8,True,8394.66,,,,,,,2.4454999999999996,3.01624,0.7124555937499999,0.576235,,44.65482711791992,,,910.0,1687,,6.684433333333335,,1202.6666666666667,2151,,3.588233333333333,0,125,,,,,
mesh,hw_reactive,0.6,1.0,mesh_hw_reactive_inj0.6_cap1.0,True,8394.66,,,,,,,2.4454999999999996,3.01624,0.7124555937499999,0.576235,,44.881372928619385,,,910.0,1687,,6.684433333333335,,1202.6666666666667,2151,,3.588233333333333,0,126,,,,,
mesh,perf_target,0.2,0.3,mesh_perf_target_inj0.2_cap0.3,True,49.3561,49.3206,49.3561,223,244,0.0598104,0.140256,2.1413611111111113,2.71251,0.6514945312499999,0.5,,71.42327094078064,,124,93.88888888888889,132,125,6.977133333333334,125,89.77777777777777,132,125,2.978466666666667,255,148,124,125,perf_target,0.3,2.14136
mesh,perf_target,0.2,0.4,mesh_perf_target_inj0.2_cap0.4,True,49.3561,49.3206,49.3561,223,244,0.0598104,0.140256,2.1413611111111113,2.71251,0.6514945312499999,0.5,,72.35620784759521,,124,93.88888888888889,132,125,6.977133333333334,125,89.77777777777777,132,125,2.978466666666667,255,149,124,125,perf_target,0.4,2.14136
mesh,perf_target,0.2,0.5,mesh_perf_target_inj0.2_cap0.5,True,49.3561,49.3206,49.3561,223,244,0.0598104,0.140256,2.1413611111111113,2.71251,0.6514945312499999,0.5,,79.94185876846313,,124,93.88888888888889,132,125,6.977133333333334,125,89.77777777777777,132,125,2.978466666666667,255,150,124,125,perf_target,0.5,2.14136
mesh,perf_target,0.2,0.6,mesh_perf_target_inj0.2_cap0.6,True,49.3561,49.3206,49.3561,223,244,0.0598104,0.140256,2.1413611111111113,2.71251,0.6514945312499999,0.5,,79.9927122592926,,124,93.88888888888889,132,125,6.977133333333334,125,89.77777777777777,132,125,2.978466666666667,255,151,124,125,perf_target,0.6,2.14136
mesh,perf_target,0.2,0.7,mesh_perf_target_inj0.2_cap0.7,True,49.3561,49.3206,49.3561,223,244,0.0598104,0.140256,2.1413611111111113,2.71251,0.6514945312499999,0.5,,79.08874297142029,,124,93.88888888888889,132,125,6.977133333333334,125,89.77777777777777,132,125,2.978466666666667,255,152,124,125,perf_target,0.7,2.14136
mesh,perf_target,0.2,0.8,mesh_perf_target_inj0.2_cap0.8,True,49.3561,49.3206,49.3561,223,244,0.0598104,0.140256,2.1413611111111113,2.71251,0.6514945312499999,0.5,,78.92801690101624,,124,93.88888888888889,132,125,6.977133333333334,125,89.77777777777777,132,125,2.978466666666667,255,153,124,125,perf_target,0.8,2.14136
mesh,perf_target,0.2,1.0,mesh_perf_target_inj0.2_cap1.0,True,49.3561,49.3206,49.3561,223,244,0.0598104,0.140256,2.1413611111111113,2.71251,0.6514945312499999,0.5,,73.23157596588135,,124,93.88888888888889,132,125,6.977133333333334,125,89.77777777777777,132,125,2.978466666666667,255,154,124,125,perf_target,1,2.14136
mesh,perf_target,0.4,0.3,mesh_perf_target_inj0.4_cap0.3,True,5298.68,,,,,,,2.6931316666666665,2.96918,0.9108689218749997,0.579677,,101.05869698524475,,,1697.1666666666667,3673,,10.388933333333332,,2735.3333333333335,6857,,5.0351,0,155,,,,,
mesh,perf_target,0.4,0.4,mesh_perf_target_inj0.4_cap0.4,True,5298.68,,,,,,,2.6931316666666665,2.96918,0.9108689218749997,0.579677,,100.47727084159851,,,1697.1666666666667,3673,,10.388933333333332,,2735.3333333333335,6857,,5.0351,0,156,,,,,
mesh,perf_target,0.4,0.5,mesh_perf_target_inj0.4_cap0.5,True,5298.68,,,,,,,2.6931316666666665,2.96918,0.9108689218749997,0.579677,,100.14231896400452,,,1697.1666666666667,3673,,10.388933333333332,,2735.3333333333335,6857,,5.0351,0,157,,,,,
mesh,perf_target,0.4,0.6,mesh_perf_target_inj0.4_cap0.6,True,5298.68,,,,,,,2.6931316666666665,2.96918,0.9108689218749997,0.579677,,99.02949905395508,,,1697.1666666666667,3673,,10.388933333333332,,2735.3333333333335,6857,,5.0351,0,158,,,,,
mesh,perf_target,0.4,0.7,mesh_perf_target_inj0.4_cap0.7,True,5298.68,,,,,,,2.6931316666666665,2.96918,0.9108689218749997,0.579677,,101.1305480003357,,,1697.1666666666667,3673,,10.388933333333332,,2735.3333333333335,6857,,5.0351,0,159,,,,,
mesh,perf_target,0.4,0.8,mesh_perf_target_inj0.4_cap0.8,True,5298.68,,,,,,,2.6931316666666665,2.96918,0.9108689218749997,0.579677,,105.65351605415344,,,1697.1666666666667,3673,,10.388933333333332,,2735.3333333333335,6857,,5.0351,0,160,,,,,
mesh,perf_target,0.4,1.0,mesh_perf_target_inj0.4_cap1.0,True,5298.68,,,,,,,2.6931316666666665,2.96918,0.9108689218749997,0.579677,,107.84288907051086,,,1697.1666666666667,3673,,10.388933333333332,,2735.3333333333335,6857,,5.0351,0,161,,,,,
mesh,perf_target,0.6,0.3,mesh_perf_target_inj0.6_cap0.3,True,5240.23,,,,,,,2.916593333333333,3.01624,0.964786171875,0.672632,,74.1700029373169,,,1042.6666666666667,1687,,6.684633333333334,,1366.0,2151,,3.5884,0,162,,,,,
mesh,perf_target,0.6,0.4,mesh_perf_target_inj0.6_cap0.4,True,5240.23,,,,,,,2.916593333333333,3.01624,0.964786171875,0.672632,,81.1055600643158,,,1042.6666666666667,1687,,6.684633333333334,,1366.0,2151,,3.5884,0,163,,,,,
mesh,perf_target,0.6,0.5,mesh_perf_target_inj0.6_cap0.5,True,5240.23,,,,,,,2.916593333333333,3.01624,0.964786171875,0.672632,,77.32179522514343,,,1042.6666666666667,1687,,6.684633333333334,,1366.0,2151,,3.5884,0,164,,,,,
mesh,perf_target,0.6,0.6,mesh_perf_target_inj0.6_cap0.6,True,5240.23,,,,,,,2.916593333333333,3.01624,0.964786171875,0.672632,,75.34193682670593,,,1042.6666666666667,1687,,6.684633333333334,,1366.0,2151,,3.5884,0,165,,,,,
mesh,perf_target,0.6,0.7,mesh_perf_target_inj0.6_cap0.7,True,5240.23,,,,,,,2.916593333333333,3.01624,0.964786171875,0.672632,,70.44086813926697,,,1042.6666666666667,1687,,6.684633333333334,,1366.0,2151,,3.5884,0,166,,,,,
mesh,perf_target,0.6,0.8,mesh_perf_target_inj0.6_cap0.8,True,5240.23,,,,,,,2.916593333333333,3.01624,0.964786171875,0.672632,,43.208861112594604,,,1042.6666666666667,1687,,6.684633333333334,,1366.0,2151,,3.5884,0,167,,,,,
mesh,perf_target,0.6,1.0,mesh_perf_target_inj0.6_cap1.0,True,5240.23,,,,,,,2.916593333333333,3.01624,0.964786171875,0.672632,,35.33978319168091,,,1042.6666666666667,1687,,6.684633333333334,,1366.0,2151,,3.5884,0,168,,,,,
mesh,queue_pid,0.2,0.3,mesh_queue_pid_inj0.2_cap0.3,True,63.2457,63.2487,63.2457,310,310,0.0598027,0.140292,1.8615214285714288,2.71251,0.50172040625,0.5,,45.63924193382263,,158,105.42857142857143,166,158,6.407128571428571,158,100.14285714285714,164,158,2.735514285714286,255,127,158,158,queue_pid,0.3,1.86152
mesh,queue_pid,0.2,0.4,mesh_queue_pid_inj0.2_cap0.4,True,63.2457,63.2487,63.2457,310,310,0.0598027,0.140292,1.8615214285714288,2.71251,0.50172040625,0.5,,45.85535907745361,,158,105.42857142857143,166,158,6.407128571428571,158,100.14285714285714,164,158,2.735514285714286,255,128,158,158,queue_pid,0.4,1.86152
mesh,queue_pid,0.2,0.5,mesh_queue_pid_inj0.2_cap0.5,True,63.2457,63.2487,63.2457,310,310,0.0598027,0.140292,1.8615214285714288,2.71251,0.50172040625,0.5,,48.240755796432495,,158,105.42857142857143,166,158,6.407128571428571,158,100.14285714285714,164,158,2.735514285714286,255,129,158,158,queue_pid,0.5,1.86152
mesh,queue_pid,0.2,0.6,mesh_queue_pid_inj0.2_cap0.6,True,63.2457,63.2487,63.2457,310,310,0.0598027,0.140292,1.8615214285714288,2.71251,0.50172040625,0.5,,49.01906204223633,,158,105.42857142857143,166,158,6.407128571428571,158,100.14285714285714,164,158,2.735514285714286,255,130,158,158,queue_pid,0.6,1.86152
mesh,queue_pid,0.2,0.7,mesh_queue_pid_inj0.2_cap0.7,True,63.2457,63.2487,63.2457,310,310,0.0598027,0.140292,1.8615214285714288,2.71251,0.50172040625,0.5,,49.441850900650024,,158,105.42857142857143,166,158,6.407128571428571,158,100.14285714285714,164,158,2.735514285714286,255,131,158,158,queue_pid,0.7,1.86152
mesh,queue_pid,0.2,0.8,mesh_queue_pid_inj0.2_cap0.8,True,63.2457,63.2487,63.2457,310,310,0.0598027,0.140292,1.8615214285714288,2.71251,0.50172040625,0.5,,49.487043142318726,,158,105.42857142857143,166,158,6.407128571428571,158,100.14285714285714,164,158,2.735514285714286,255,132,158,158,queue_pid,0.8,1.86152
mesh,queue_pid,0.2,1.0,mesh_queue_pid_inj0.2_cap1.0,True,63.2457,63.2487,63.2457,310,310,0.0598027,0.140292,1.8615214285714288,2.71251,0.50172040625,0.5,,51.9034948348999,,158,105.42857142857143,166,158,6.407128571428571,158,100.14285714285714,164,158,2.735514285714286,255,133,158,158,queue_pid,1,1.86152
mesh,queue_pid,0.4,0.3,mesh_queue_pid_inj0.4_cap0.3,True,5165.8,,,,,,,2.5654685714285717,2.92989,0.7816860624999996,0.546861,,119.84952402114868,,,1848.5714285714287,3110,,10.144342857142858,,2966.4285714285716,5180,,5.454057142857143,0,134,,,,,
mesh,queue_pid,0.4,0.4,mesh_queue_pid_inj0.4_cap0.4,True,5165.8,,,,,,,2.5654685714285717,2.92989,0.7816860624999996,0.546861,,120.88415193557739,,,1848.5714285714287,3110,,10.144342857142858,,2966.4285714285716,5180,,5.454057142857143,0,135,,,,,
mesh,queue_pid,0.4,0.5,mesh_queue_pid_inj0.4_cap0.5,True,5165.8,,,,,,,2.5654685714285717,2.92989,0.7816860624999996,0.546861,,122.25576519966125,,,1848.5714285714287,3110,,10.144342857142858,,2966.4285714285716,5180,,5.454057142857143,0,136,,,,,
mesh,queue_pid,0.4,0.6,mesh_queue_pid_inj0.4_cap0.6,True,5165.8,,,,,,,2.5654685714285717,2.92989,0.7816860624999996,0.546861,,124.94683694839478,,,1848.5714285714287,3110,,10.144342857142858,,2966.4285714285716,5180,,5.454057142857143,0,137,,,,,
mesh,queue_pid,0.4,0.7,mesh_queue_pid_inj0.4_cap0.7,True,5165.8,,,,,,,2.5654685714285717,2.92989,0.7816860624999996,0.546861,,131.69815015792847,,,1848.5714285714287,3110,,10.144342857142858,,2966.4285714285716,5180,,5.454057142857143,0,138,,,,,
mesh,queue_pid,0.4,0.8,mesh_queue_pid_inj0.4_cap0.8,True,5165.8,,,,,,,2.5654685714285717,2.92989,0.7816860624999996,0.546861,,130.54104089736938,,,1848.5714285714287,3110,,10.144342857142858,,2966.4285714285716,5180,,5.454057142857143,0,139,,,,,
mesh,queue_pid,0.4,1.0,mesh_queue_pid_inj0.4_cap1.0,True,5165.8,,,,,,,2.5654685714285717,2.92989,0.7816860624999996,0.546861,,129.41250371932983,,,1848.5714285714287,3110,,10.144342857142858,,2966.4285714285716,5180,,5.454057142857143,0,140,,,,,
mesh,queue_pid,0.6,0.3,mesh_queue_pid_inj0.6_cap0.3,True,6301.15,,,,,,,2.7811733333333333,3.01624,0.8838377031249991,0.61418,,78.70336389541626,,,1307.0,2234,,6.684933333333333,,1520.6666666666667,2411,,3.588533333333333,0,141,,,,,
mesh,queue_pid,0.6,0.4,mesh_queue_pid_inj0.6_cap0.4,True,6301.15,,,,,,,2.7811733333333333,3.01624,0.8838377031249991,0.61418,,61.442469120025635,,,1307.0,2234,,6.684933333333333,,1520.6666666666667,2411,,3.588533333333333,0,142,,,,,
mesh,queue_pid,0.6,0.5,mesh_queue_pid_inj0.6_cap0.5,True,6301.15,,,,,,,2.7811733333333333,3.01624,0.8838377031249991,0.61418,,59.903696060180664,,,1307.0,2234,,6.684933333333333,,1520.6666666666667,2411,,3.588533333333333,0,143,,,,,
mesh,queue_pid,0.6,0.6,mesh_queue_pid_inj0.6_cap0.6,True,6301.15,,,,,,,2.7811733333333333,3.01624,0.8838377031249991,0.61418,,58.24105906486511,,,1307.0,2234,,6.684933333333333,,1520.6666666666667,2411,,3.588533333333333,0,144,,,,,
mesh,queue_pid,0.6,0.7,mesh_queue_pid_inj0.6_cap0.7,True,6301.15,,,,,,,2.7811733333333333,3.01624,0.8838377031249991,0.61418,,58.18721795082092,,,1307.0,2234,,6.684933333333333,,1520.6666666666667,2411,,3.588533333333333,0,145,,,,,
mesh,queue_pid,0.6,0.8,mesh_queue_pid_inj0.6_cap0.8,True,6301.15,,,,,,,2.7811733333333333,3.01624,0.8838377031249991,0.61418,,61.33016085624695,,,1307.0,2234,,6.684933333333333,,1520.6666666666667,2411,,3.588533333333333,0,146,,,,,
mesh,queue_pid,0.6,1.0,mesh_queue_pid_inj0.6_cap1.0,True,6301.15,,,,,,,2.7811733333333333,3.01624,0.8838377031249991,0.61418,,62.29816389083862,,,1307.0,2234,,6.684933333333333,,1520.6666666666667,2411,,3.588533333333333,0,147,,,,,
mesh,uniform,0.2,0.3,mesh_uniform_inj0.2_cap0.3,True,64.6074,64.5344,64.6074,334,325,0.0597833,0.140406,1.7673750000000001,2.71251,0.5,0.5,,34.61466598510742,,166,118.83333333333333,169,167,5.982366666666667,165,106.16666666666667,168,165,2.55305,255,85,166,165,uniform,0.3,1.76738
mesh,uniform,0.2,0.4,mesh_uniform_inj0.2_cap0.4,True,64.6074,64.5344,64.6074,334,325,0.0597833,0.140406,1.7673750000000001,2.71251,0.5,0.5,,37.02666616439819,,166,118.83333333333333,169,167,5.982366666666667,165,106.16666666666667,168,165,2.55305,255,86,166,165,uniform,0.4,1.76738
mesh,uniform,0.2,0.5,mesh_uniform_inj0.2_cap0.5,True,64.6074,64.5344,64.6074,334,325,0.0597833,0.140406,1.7673750000000001,2.71251,0.5,0.5,,39.33544611930847,,166,118.83333333333333,169,167,5.982366666666667,165,106.16666666666667,168,165,2.55305,255,87,166,165,uniform,0.5,1.76738
mesh,uniform,0.2,0.6,mesh_uniform_inj0.2_cap0.6,True,64.6074,64.5344,64.6074,334,325,0.0597833,0.140406,1.7673750000000001,2.71251,0.5,0.5,,39.74534201622009,,166,118.83333333333333,169,167,5.982366666666667,165,106.16666666666667,168,165,2.55305,255,88,166,165,uniform,0.6,1.76738
mesh,uniform,0.2,0.7,mesh_uniform_inj0.2_cap0.7,True,64.6074,64.5344,64.6074,334,325,0.0597833,0.140406,1.7673750000000001,2.71251,0.5,0.5,,38.49681997299194,,166,118.83333333333333,169,167,5.982366666666667,165,106.16666666666667,168,165,2.55305,255,89,166,165,uniform,0.7,1.76738
mesh,uniform,0.2,0.8,mesh_uniform_inj0.2_cap0.8,True,64.6074,64.5344,64.6074,334,325,0.0597833,0.140406,1.7673750000000001,2.71251,0.5,0.5,,38.19811725616455,,166,118.83333333333333,169,167,5.982366666666667,165,106.16666666666667,168,165,2.55305,255,90,166,165,uniform,0.8,1.76738
mesh,uniform,0.2,1.0,mesh_uniform_inj0.2_cap1.0,True,64.6074,64.5344,64.6074,334,325,0.0597833,0.140406,1.7673750000000001,2.71251,0.5,0.5,,37.528571128845215,,166,118.83333333333333,169,167,5.982366666666667,165,106.16666666666667,168,165,2.55305,255,91,166,165,uniform,1,1.76738
mesh,uniform,0.4,0.3,mesh_uniform_inj0.4_cap0.3,True,4895.47,,,,,,,1.9045050000000001,2.92989,0.5,0.5,,41.1922869682312,,,915.25,2412,,6.3579,,2484.5,6132,,3.62955,0,92,,,,,
mesh,uniform,0.4,0.4,mesh_uniform_inj0.4_cap0.4,True,4895.47,,,,,,,1.9045050000000001,2.92989,0.5,0.5,,40.69304299354553,,,915.25,2412,,6.3579,,2484.5,6132,,3.62955,0,93,,,,,
mesh,uniform,0.4,0.5,mesh_uniform_inj0.4_cap0.5,True,4895.47,,,,,,,1.9045050000000001,2.92989,0.5,0.5,,40.44283318519592,,,915.25,2412,,6.3579,,2484.5,6132,,3.62955,0,94,,,,,
mesh,uniform,0.4,0.6,mesh_uniform_inj0.4_cap0.6,True,4895.47,,,,,,,1.9045050000000001,2.92989,0.5,0.5,,39.97104787826538,,,915.25,2412,,6.3579,,2484.5,6132,,3.62955,0,95,,,,,
mesh,uniform,0.4,0.7,mesh_uniform_inj0.4_cap0.7,True,4895.47,,,,,,,1.9045050000000001,2.92989,0.5,0.5,,39.91507911682129,,,915.25,2412,,6.3579,,2484.5,6132,,3.62955,0,96,,,,,
mesh,uniform,0.4,0.8,mesh_uniform_inj0.4_cap0.8,True,4895.47,,,,,,,1.9045050000000001,2.92989,0.5,0.5,,39.021677017211914,,,915.25,2412,,6.3579,,2484.5,6132,,3.62955,0,97,,,,,
mesh,uniform,0.4,1.0,mesh_uniform_inj0.4_cap1.0,True,4895.47,,,,,,,1.9045050000000001,2.92989,0.5,0.5,,39.12359595298767,,,915.25,2412,,6.3579,,2484.5,6132,,3.62955,0,98,,,,,
mesh,uniform,0.6,0.3,mesh_uniform_inj0.6_cap0.3,True,8481.77,,,,,,,2.268545,3.01624,0.5,0.5,,27.65837597846985,,,1501.0,1687,,10.026250000000001,,2593.5,3036,,5.38225,0,99,,,,,
mesh,uniform,0.6,0.4,mesh_uniform_inj0.6_cap0.4,True,8481.77,,,,,,,2.268545,3.01624,0.5,0.5,,27.700264930725098,,,1501.0,1687,,10.026250000000001,,2593.5,3036,,5.38225,0,100,,,,,
mesh,uniform,0.6,0.5,mesh_uniform_inj0.6_cap0.5,True,8481.77,,,,,,,2.268545,3.01624,0.5,0.5,,28.849892139434814,,,1501.0,1687,,10.026250000000001,,2593.5,3036,,5.38225,0,101,,,,,
mesh,uniform,0.6,0.6,mesh_uniform_inj0.6_cap0.6,True,8481.77,,,,,,,2.268545,3.01624,0.5,0.5,,28.87396812438965,,,1501.0,1687,,10.026250000000001,,2593.5,3036,,5.38225,0,102,,,,,
mesh,uniform,0.6,0.7,mesh_uniform_inj0.6_cap0.7,True,8481.77,,,,,,,2.268545,3.01624,0.5,0.5,,29.176776885986328,,,1501.0,1687,,10.026250000000001,,2593.5,3036,,5.38225,0,103,,,,,
mesh,uniform,0.6,0.8,mesh_uniform_inj0.6_cap0.8,True,8481.77,,,,,,,2.268545,3.01624,0.5,0.5,,30.062852144241333,,,1501.0,1687,,10.026250000000001,,2593.5,3036,,5.38225,0,104,,,,,
mesh,uniform,0.6,1.0,mesh_uniform_inj0.6_cap1.0,True,8481.77,,,,,,,2.268545,3.01624,0.5,0.5,,32.08916187286377,,,1501.0,1687,,10.026250000000001,,2593.5,3036,,5.38225,0,105,,,,,
