batch_p50,batch_p95,batch_p99,batch_qdel_p99,config,config_id,control_p50,control_p95,control_p99,control_qdel_p99,dvfs_epoch,dvfs_log_interval,exit_code,headroom_min,max_samples,netrace_class_from_node_types,netrace_file,netrace_use_addr_size,offered_load_class0,offered_load_class1,output_dir,policy,power_cap,run_name,stall_xbar_rate_class0,stall_xbar_rate_class1,tail_latency_ratio_batch_over_control,throughput_flits_class0,throughput_flits_class1,total_power_avg,total_power_peak,uniform_target,use_netrace
,,,14.0,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,,,,0.0,10000,10000,1,-0.137614,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,,,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,,0.5,sweep_cfg-flatfly_uniform_baseline_power_cap-0.5_uniform_target-0.005_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland--a4c9583507,0.0116312,0.00989375,,,,,0.637614,0.005,1
,,,14.0,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,,,,0.0,10000,10000,1,-0.137614,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,,,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,,0.5,sweep_cfg-flatfly_uniform_baseline_power_cap-0.5_uniform_target-0.01_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland-w-a7236e3ccf,0.0116312,0.00989375,,,,,0.637614,0.01,1
,,,14.0,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,,,,0.0,10000,10000,1,-0.137614,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,,,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,,0.5,sweep_cfg-flatfly_uniform_baseline_power_cap-0.5_uniform_target-0.015_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland--5c6a6e0e98,0.0116312,0.00989375,,,,,0.637614,0.015,1
,,,14.0,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,,,,0.0,10000,10000,1,-0.137614,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,,,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,,0.5,sweep_cfg-flatfly_uniform_baseline_power_cap-0.5_uniform_target-0.02_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland-w-b893b6660b,0.0116312,0.00989375,,,,,0.637614,0.02,1
,,,14.0,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,,,,0.0,10000,10000,1,-0.137614,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,,,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,,0.5,sweep_cfg-flatfly_uniform_baseline_power_cap-0.5_uniform_target-0.03_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland-w-c89843ab7b,0.0116312,0.00989375,,,,,0.637614,0.03,1
,,,14.0,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,,,,0.0,10000,10000,1,-0.137614,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,,,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,,0.5,sweep_cfg-flatfly_uniform_baseline_power_cap-0.5_uniform_target-0.04_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland-w-a97322fa67,0.0116312,0.00989375,,,,,0.637614,0.04,1
,,,14.0,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,,,,0.0,10000,10000,1,-0.137614,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,,,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,,0.5,sweep_cfg-flatfly_uniform_baseline_power_cap-0.5_uniform_target-0.05_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland-w-c1162e2b43,0.0116312,0.00989375,,,,,0.637614,0.05,1
,,,14.0,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,,,,0.0,10000,10000,1,-0.137614,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,,,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,,0.5,sweep_cfg-flatfly_uniform_baseline_power_cap-0.5_uniform_target-0.075_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland--7c60b664e9,0.0116312,0.00989375,,,,,0.637614,0.075,1
,,,14.0,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,,,,0.0,10000,10000,1,-0.137614,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,,,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,,0.5,sweep_cfg-flatfly_uniform_baseline_power_cap-0.5_uniform_target-0.1_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland-ws-4114b6f80d,0.0116312,0.00989375,,,,,0.637614,0.1,1
,,,25953.0,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,,,,22579.0,10000,10000,1,-0.137614,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,,,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,,0.5,sweep_cfg-flatfly_uniform_baseline_power_cap-0.5_uniform_target-0.15_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland-w-b1bce76de2,0.0902562,0.0841563,,,,,0.637614,0.15,1
40,1042,5291,4760.0,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,39,447,1719,0.0,10000,10000,0,-0.137614,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,0.6,0.6,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,uniform,0.5,sweep_cfg-flatfly_uniform_baseline_power_cap-0.5_uniform_target-0.2_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland-ws-5390f63aca,0.0909937,0.0805875,3.077952297847586,0.0857973,0.0845252,0.19662,0.637614,0.2,1
26,90,170,14.0,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,26,87,261,0.0,10000,10000,0,-0.137614,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,0.6,0.6,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,uniform,0.5,sweep_cfg-flatfly_uniform_baseline_power_cap-0.5_uniform_target-0.3_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland-ws-f21d74ccc4,0.0618,0.05285,0.6513409961685823,0.0928055,0.0918102,0.27895,0.637614,0.3,1
21,61,97,14.0,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,21,59,102,0.0,10000,10000,0,-0.137614,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,0.6,0.6,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,uniform,0.5,sweep_cfg-flatfly_uniform_baseline_power_cap-0.5_uniform_target-0.4_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland-ws-d68c35e15c,0.0494187,0.03985,0.9509803921568627,0.0935385,0.0925491,0.361505,0.637614,0.4,1
15,40,58,14.0,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,15,37,55,0.0,10000,10000,0,-0.150356,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,0.6,0.6,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,uniform,0.5,sweep_cfg-flatfly_uniform_baseline_power_cap-0.5_uniform_target-0.6_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland-ws-6f780a6c8c,0.03285,0.0261187,1.0545454545454545,0.0945207,0.0934585,0.526483,0.650356,0.6,1
,,,,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,,,,,10000,10000,255,,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,,,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,,0.5,sweep_cfg-flatfly_uniform_baseline_power_cap-0.5_uniform_target-1_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland-wsc--e776283dad,,,,,,,,1,1
,,,14.0,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,,,,0.0,10000,10000,1,-0.0376137,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,,,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,,0.6,sweep_cfg-flatfly_uniform_baseline_power_cap-0.6_uniform_target-0.005_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland--18b88f8987,0.0116312,0.00989375,,,,,0.637614,0.005,1
,,,14.0,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,,,,0.0,10000,10000,1,-0.0376137,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,,,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,,0.6,sweep_cfg-flatfly_uniform_baseline_power_cap-0.6_uniform_target-0.01_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland-w-28977ef688,0.0116312,0.00989375,,,,,0.637614,0.01,1
,,,14.0,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,,,,0.0,10000,10000,1,-0.0376137,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,,,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,,0.6,sweep_cfg-flatfly_uniform_baseline_power_cap-0.6_uniform_target-0.015_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland--6928e47d85,0.0116312,0.00989375,,,,,0.637614,0.015,1
,,,14.0,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,,,,0.0,10000,10000,1,-0.0376137,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,,,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,,0.6,sweep_cfg-flatfly_uniform_baseline_power_cap-0.6_uniform_target-0.02_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland-w-a33226f035,0.0116312,0.00989375,,,,,0.637614,0.02,1
,,,14.0,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,,,,0.0,10000,10000,1,-0.0376137,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,,,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,,0.6,sweep_cfg-flatfly_uniform_baseline_power_cap-0.6_uniform_target-0.03_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland-w-8f6b64bcd1,0.0116312,0.00989375,,,,,0.637614,0.03,1
,,,14.0,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,,,,0.0,10000,10000,1,-0.0376137,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,,,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,,0.6,sweep_cfg-flatfly_uniform_baseline_power_cap-0.6_uniform_target-0.04_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland-w-197f8379d7,0.0116312,0.00989375,,,,,0.637614,0.04,1
,,,14.0,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,,,,0.0,10000,10000,1,-0.0376137,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,,,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,,0.6,sweep_cfg-flatfly_uniform_baseline_power_cap-0.6_uniform_target-0.05_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland-w-d0c6b1ea03,0.0116312,0.00989375,,,,,0.637614,0.05,1
,,,14.0,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,,,,0.0,10000,10000,1,-0.0376137,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,,,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,,0.6,sweep_cfg-flatfly_uniform_baseline_power_cap-0.6_uniform_target-0.075_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland--27b29f78f7,0.0116312,0.00989375,,,,,0.637614,0.075,1
,,,14.0,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,,,,0.0,10000,10000,1,-0.0376137,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,,,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,,0.6,sweep_cfg-flatfly_uniform_baseline_power_cap-0.6_uniform_target-0.1_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland-ws-9b61cdda03,0.0116312,0.00989375,,,,,0.637614,0.1,1
,,,25953.0,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,,,,22579.0,10000,10000,1,-0.0376137,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,,,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,,0.6,sweep_cfg-flatfly_uniform_baseline_power_cap-0.6_uniform_target-0.15_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland-w-df6187c1fc,0.0902562,0.0841563,,,,,0.637614,0.15,1
40,1042,5291,4760.0,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,39,447,1719,0.0,10000,10000,0,-0.0376137,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,0.6,0.6,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,uniform,0.6,sweep_cfg-flatfly_uniform_baseline_power_cap-0.6_uniform_target-0.2_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland-ws-85a6a1e525,0.0909937,0.0805875,3.077952297847586,0.0857973,0.0845252,0.19662,0.637614,0.2,1
26,90,170,14.0,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,26,87,261,0.0,10000,10000,0,-0.0376137,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,0.6,0.6,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,uniform,0.6,sweep_cfg-flatfly_uniform_baseline_power_cap-0.6_uniform_target-0.3_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland-ws-7f7ebfb14f,0.0618,0.05285,0.6513409961685823,0.0928055,0.0918102,0.27895,0.637614,0.3,1
21,61,97,14.0,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,21,59,102,0.0,10000,10000,0,-0.0376137,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,0.6,0.6,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,uniform,0.6,sweep_cfg-flatfly_uniform_baseline_power_cap-0.6_uniform_target-0.4_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland-ws-72cdad3c31,0.0494187,0.03985,0.9509803921568627,0.0935385,0.0925491,0.361505,0.637614,0.4,1
15,40,58,14.0,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,15,37,55,0.0,10000,10000,0,-0.0503562,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,0.6,0.6,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,uniform,0.6,sweep_cfg-flatfly_uniform_baseline_power_cap-0.6_uniform_target-0.6_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland-ws-3dc0db80dd,0.03285,0.0261187,1.0545454545454545,0.0945207,0.0934585,0.526483,0.650356,0.6,1
,,,,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,,,,,10000,10000,255,,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,,,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,,0.6,sweep_cfg-flatfly_uniform_baseline_power_cap-0.6_uniform_target-1_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland-wsc--cc1e1507e2,,,,,,,,1,1
,,,14.0,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,,,,0.0,10000,10000,1,0.0623863,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,,,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,,0.7,sweep_cfg-flatfly_uniform_baseline_power_cap-0.7_uniform_target-0.005_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland--d77b3f90b1,0.0116312,0.00989375,,,,,0.637614,0.005,1
,,,14.0,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,,,,0.0,10000,10000,1,0.0623863,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,,,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,,0.7,sweep_cfg-flatfly_uniform_baseline_power_cap-0.7_uniform_target-0.01_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland-w-1356ab22ec,0.0116312,0.00989375,,,,,0.637614,0.01,1
,,,14.0,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,,,,0.0,10000,10000,1,0.0623863,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,,,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,,0.7,sweep_cfg-flatfly_uniform_baseline_power_cap-0.7_uniform_target-0.015_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland--46007aec08,0.0116312,0.00989375,,,,,0.637614,0.015,1
,,,14.0,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,,,,0.0,10000,10000,1,0.0623863,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,,,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,,0.7,sweep_cfg-flatfly_uniform_baseline_power_cap-0.7_uniform_target-0.02_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland-w-edecec536b,0.0116312,0.00989375,,,,,0.637614,0.02,1
,,,14.0,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,,,,0.0,10000,10000,1,0.0623863,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,,,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,,0.7,sweep_cfg-flatfly_uniform_baseline_power_cap-0.7_uniform_target-0.03_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland-w-34777317a9,0.0116312,0.00989375,,,,,0.637614,0.03,1
,,,14.0,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,,,,0.0,10000,10000,1,0.0623863,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,,,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,,0.7,sweep_cfg-flatfly_uniform_baseline_power_cap-0.7_uniform_target-0.04_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland-w-a83c468be1,0.0116312,0.00989375,,,,,0.637614,0.04,1
,,,14.0,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,,,,0.0,10000,10000,1,0.0623863,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,,,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,,0.7,sweep_cfg-flatfly_uniform_baseline_power_cap-0.7_uniform_target-0.05_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland-w-53b2c30ab9,0.0116312,0.00989375,,,,,0.637614,0.05,1
,,,14.0,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,,,,0.0,10000,10000,1,0.0623863,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,,,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,,0.7,sweep_cfg-flatfly_uniform_baseline_power_cap-0.7_uniform_target-0.075_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland--f9a9cffa62,0.0116312,0.00989375,,,,,0.637614,0.075,1
,,,14.0,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,,,,0.0,10000,10000,1,0.0623863,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,,,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,,0.7,sweep_cfg-flatfly_uniform_baseline_power_cap-0.7_uniform_target-0.1_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland-ws-0ec1b4875b,0.0116312,0.00989375,,,,,0.637614,0.1,1
,,,25953.0,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,,,,22579.0,10000,10000,1,0.0623863,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,,,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,,0.7,sweep_cfg-flatfly_uniform_baseline_power_cap-0.7_uniform_target-0.15_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland-w-90244b26ce,0.0902562,0.0841563,,,,,0.637614,0.15,1
40,1042,5291,4760.0,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,39,447,1719,0.0,10000,10000,0,0.0623863,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,0.6,0.6,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,uniform,0.7,sweep_cfg-flatfly_uniform_baseline_power_cap-0.7_uniform_target-0.2_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland-ws-b6d3dad6f8,0.0909937,0.0805875,3.077952297847586,0.0857973,0.0845252,0.19662,0.637614,0.2,1
26,90,170,14.0,/home/nsutherland/wsc-noc-dvfs/booksim2/runfiles/flatfly_uniform_baseline.cfg,flatfly_uniform_baseline,26,87,261,0.0,10000,10000,0,0.0623863,5,1,/home/nsutherland/wsc-noc-dvfs/sniper_trace_to_netrace/workloads/network_trace_merged.log.tra.bz2,1,0.6,0.6,/home/nsutherland/wsc-noc-dvfs/booksim2/sims,uniform,0.7,sweep_cfg-flatfly_uniform_baseline_power_cap-0.7_uniform_target-0.3_dvfs_epoch-10000_dvfs_log_interval-10000_max_samples-5_use_netrace-1_netrace_file-home-nsutherland-ws-32555f62c9,0.0618,0.05285,0.6513409961685823,0.0928055,0.0918102,0.27895,0.637614,0.3,1
