epoch,time,domain,freq,dyn_power,leak_power,total_power,dyn_energy,leak_energy,total_energy,class0_energy,class1_energy
1,10000,0,1,2.92989,0,2.92989,29298.9,0,29298.9,8818.17,20480.8
2,20000,0,0.632641,2.17526,0,2.17526,21752.6,0,21752.6,7450.51,14302.1
3,30000,0,0.580676,2.40111,0,2.40111,24011.1,0,24011.1,8504.35,15506.7
4,40000,0,0.700775,2.53794,0,2.53794,25379.4,0,25379.4,9624.19,15755.2
5,50000,0,0.58796,2.64619,0,2.64619,26461.9,0,26461.9,9588.27,16873.6
6,60000,0,0.583634,2.63837,0,2.63837,26383.7,0,26383.7,9937.81,16445.9
7,70000,0,0.546861,2.62952,0,2.62952,26295.2,0,26295.2,9876.52,16418.7
