epoch,time,domain,freq,dyn_power,leak_power,total_power,dyn_energy,leak_energy,total_energy,class0_energy,class1_energy
1,10000,0,1,3.01624,0,3.01624,30162.4,0,30162.4,10739.8,19422.6
2,20000,0,0.5,1.52085,0,1.52085,15208.5,0,15208.5,9256.3,5952.22
