epoch,time,domain,freq,dyn_power,leak_power,total_power,dyn_energy,leak_energy,total_energy,class0_energy,class1_energy
1,10000,0,1,3.01624,0,3.01624,30162.4,0,30162.4,10739.8,19422.6
2,20000,0,0.576235,2.13726,0,2.13726,21372.6,0,21372.6,10833.3,10539.2
3,30000,0,0.576235,2.183,0,2.183,21830,0,21830,11676.4,10153.6
