epoch,time,domain,freq,dyn_power,leak_power,total_power,dyn_energy,leak_energy,total_energy,class0_energy,class1_energy
1,10000,0,1,0.71974,0,0.71974,7197.4,0,7197.4,2166.32,5031.08
2,20000,0,0.800433,0.610692,0,0.610692,6106.92,0,6106.92,1834.51,4272.42
3,30000,0,0.982179,0.74576,0,0.74576,7457.6,0,7457.6,2242.15,5215.45
4,40000,0,0.757066,0.611418,0,0.611418,6114.18,0,6114.18,1842.27,4271.91
5,50000,0,0.980969,0.781788,0,0.781788,7817.88,0,7817.88,2347.47,5470.41
6,60000,0,0.697019,0.597146,0,0.597146,5971.46,0,5971.46,1789.49,4181.97
7,70000,0,1,0.83293,0,0.83293,8329.3,0,8329.3,2509.48,5819.82
8,80000,0,0.611783,0.558362,0,0.558362,5583.62,0,5583.62,1676.76,3906.86
9,90000,0,1,0.871333,0,0.871333,8713.33,0,8713.33,2629.07,6084.27
10,100000,0,0.547778,0.530747,0,0.530747,5307.47,0,5307.47,1593.39,3714.08
11,110000,0,1,0.908598,0,0.908598,9085.98,0,9085.98,2716.7,6369.28
12,120000,0,0.5,0.511758,0,0.511758,5117.58,0,5117.58,1537.78,3579.8
13,130000,0,1,0.946457,0,0.946457,9464.57,0,9464.57,2830.54,6634.03
14,140000,0,0.5,0.530893,0,0.530893,5308.93,0,5308.93,1597.16,3711.77
15,150000,0,1,0.98409,0,0.98409,9840.9,0,9840.9,2964.31,6876.6
