epoch,time,total_power,headroom,avg_power,class0_p50,class0_p95,class0_p99,class0_qdel_p99,class0_throughput,class0_stall_busy_rate,class0_stall_full_rate,class0_stall_conflict_rate,class0_stall_reserved_rate,class0_stall_xbar_rate,class1_p50,class1_p95,class1_p99,class1_qdel_p99,class1_throughput,class1_stall_busy_rate,class1_stall_full_rate,class1_stall_conflict_rate,class1_stall_reserved_rate,class1_stall_xbar_rate
1,10000,0.71974,-0.11974,0.71974,17,24,27,0,7.6765,0,0,0,0.00023125,0.430063,17,24,27,2,17.8324,0,0,0,0.0006625,0.971275
2,20000,0.610692,-0.0106924,0.665216,22,22,22,0,0.0005,0,0,0,0,0,18,27,30,1,0.0029,0,0,0,0,0
3,30000,0.74576,-0.14576,0.692064,0,0,0,0,0.0008,0,0,0,0,0,0,0,0,0,0.0023,0,0,0,0,0
4,40000,0.611418,-0.0114183,0.671903,22,33,40,0,7.708,0,0,0,0.000975,0.762,22,33,40,2,17.8984,0,0,0,0.00201875,1.74431
5,50000,0.781788,-0.181788,0.69388,18,25,28,0,7.6665,0,0,0,0.0002625,0.443456,18,24,28,2,17.8605,0,0,0,0.0006875,1.00907
6,60000,0.597146,0.00285406,0.677758,24,38,47,0,7.6892,0,0,0,0.0017375,0.921575,24,38,47,2,17.9784,0,0,0,0.00465,2.11388
7,70000,0.83293,-0.23293,0.699925,17,24,27,0,7.6924,0,0,0,0.00031875,0.431912,17,24,27,2,17.8745,0,0,0,0.00064375,0.96695
8,80000,0.558362,0.041638,0.68223,27,51,67,0,7.6557,0,0,0,0.0072875,1.28058,27,50,66,2,17.8364,0,0,0,0.0159063,2.89893
9,90000,0.871333,-0.271333,0.703241,17,24,27,0,7.7554,0,0,0,0.0004875,0.441688,17,24,27,2,17.9595,0,0,0,0.00075,0.989044
10,100000,0.530747,0.0692531,0.685992,34,73,99,0,7.6508,0,0,0,0.0251875,1.77918,34,72,98,2,17.8495,0,0,0,0.0526812,4.11162
11,110000,0.908598,-0.308598,0.706229,17,24,28,0,7.669,0,0,0,0.00050625,0.431244,17,24,27,2,17.9693,0,0,0,0.0008625,0.98005
12,120000,0.511758,0.0882421,0.690023,46,117,168,0,7.6568,0,0,0.000275,0.0791875,2.61125,45,115,166,2,17.8432,0,0,0.00095625,0.186388,6.02394
13,130000,0.946457,-0.346457,0.709749,17,24,28,0,7.6955,0,0,0,0.00080625,0.439681,17,24,28,2,18.0066,0,0,0,0.002,0.996219
14,140000,0.530893,0.0691072,0.696973,46,118,169,0,7.6805,0,0,0.0005625,0.0848125,2.64776,45,116,166,2,17.8728,0,0,0.0019125,0.191231,6.09566
15,150000,0.98409,-0.38409,0.716114,17,24,28,0,7.7331,0,0,0,0.00091875,0.436075,17,24,28,2,17.9584,0,0,0,0.00183125,0.994337
