epoch,time,domain,freq,dyn_power,leak_power,total_power,dyn_energy,leak_energy,total_energy,class0_energy,class1_energy
1,10000,0,1,0.768033,0,0.768033,7680.33,0,7680.33,2304.85,5375.49
2,20000,0,0.815662,0.766398,0,0.766398,7663.98,0,7663.98,2292.47,5371.51
3,30000,0,0.83415,0.68945,0,0.68945,6894.5,0,6894.5,2059.14,4835.35
4,40000,0,0.84502,0.665812,0,0.665812,6658.12,0,6658.12,1995.28,4662.84
5,50000,0,0.71125,0.658175,0,0.658175,6581.75,0,6581.75,1979.43,4602.31
6,60000,0,0.747108,0.62454,0,0.62454,6245.4,0,6245.4,1938.02,4307.38
7,70000,0,0.631119,0.695065,0,0.695065,6950.65,0,6950.65,2432.9,4517.75
8,80000,0,0.815051,0.857498,0,0.857498,8574.98,0,8574.98,2519.85,6055.14
9,90000,0,0.694943,0.783523,0,0.783523,7835.23,0,7835.23,2351.76,5483.47
10,100000,0,0.660456,0.814766,0,0.814766,8147.66,0,8147.66,2712.97,5434.69
11,110000,0,0.864306,0.859716,0,0.859716,8597.16,0,8597.16,2730.26,5866.9
12,120000,0,0.678111,0.832524,0,0.832524,8325.24,0,8325.24,2778.89,5546.35
13,130000,0,0.722037,0.876739,0,0.876739,8767.39,0,8767.39,2873.11,5894.29
14,140000,0,0.727509,0.891922,0,0.891922,8919.22,0,8919.22,2882.89,6036.33
15,150000,0,0.746616,0.938636,0,0.938636,9386.36,0,9386.36,2863.26,6523.1
16,160000,0,0.909827,0.9226,0,0.9226,9226,0,9226,2677.37,6548.63
17,170000,0,0.700055,0.871101,0,0.871101,8711.01,0,8711.01,2799.18,5911.83
18,180000,0,0.699279,0.94718,0,0.94718,9471.8,0,9471.8,3248.69,6223.11
19,190000,0,0.768989,0.971654,0,0.971654,9716.54,0,9716.54,3089.45,6627.09
20,200000,0,0.637761,0.944273,0,0.944273,9442.73,0,9442.73,3050.13,6392.6
21,210000,0,1,1.00858,0,1.00858,10085.8,0,10085.8,3391.81,6693.97
22,220000,0,0.721288,1.03205,0,1.03205,10320.5,0,10320.5,3202.22,7118.26
23,230000,0,0.738615,1.0245,0,1.0245,10245,0,10245,3280.85,6964.11
24,240000,0,0.67068,1.07292,0,1.07292,10729.2,0,10729.2,3238.99,7490.24
25,250000,0,0.836868,1.03023,0,1.03023,10302.3,0,10302.3,3454.37,6847.97
