epoch,time,domain,freq,dyn_power,leak_power,total_power,dyn_energy,leak_energy,total_energy,class0_energy,class1_energy
1,10000,0,1,3.01624,0,3.01624,30162.4,0,30162.4,10739.8,19422.6
2,20000,0,0.695719,2.79371,0,2.79371,27937.1,0,27937.1,11701.5,16235.6
3,30000,0,0.672632,2.93983,0,2.93983,29398.3,0,29398.3,14011.4,15386.9
