epoch,time,domain,freq,dyn_power,leak_power,total_power,dyn_energy,leak_energy,total_energy,class0_energy,class1_energy
1,10000,0,1,2.92989,0,2.92989,29298.9,0,29298.9,8818.17,20480.8
2,20000,0,0.555556,2.1213,0,2.1213,21213,0,21213,7520.21,13692.8
3,30000,0,0.66,2.82866,0,2.82866,28286.6,0,28286.6,10055.7,18231
4,40000,0,0.7,2.34252,0,2.34252,23425.2,0,23425.2,8780.36,14644.9
5,50000,0,0.688705,2.96918,0,2.96918,29691.8,0,29691.8,9246.5,20445.3
6,60000,0,1,2.96724,0,2.96724,29672.4,0,29672.4,10261.6,19410.8
