epoch,time,total_power,headroom,avg_power,class0_p50,class0_p95,class0_p99,class0_qdel_p99,class0_throughput,class0_stall_busy_rate,class0_stall_full_rate,class0_stall_conflict_rate,class0_stall_reserved_rate,class0_stall_xbar_rate,class1_p50,class1_p95,class1_p99,class1_qdel_p99,class1_throughput,class1_stall_busy_rate,class1_stall_full_rate,class1_stall_conflict_rate,class1_stall_reserved_rate,class1_stall_xbar_rate
1,10000,2.92989,-2.52989,2.92989,36,71,88,0,7.661,0,0,0,0.00702812,0.422853,36,71,89,2,17.8009,0,0,0,0.0158781,0.960405
2,20000,2.17526,-1.77526,2.55258,801,2858,2858,66,0.001,0,0,0,0,0,567,1349,1349,2554,0.0021,0,0,0,0,0
3,30000,2.40111,-2.00111,2.50209,0,0,0,0,0.0004,0,0,0,0,0,0,0,0,0,0.0013,0,0,0,0,0
4,40000,2.53794,-2.13794,2.51105,657,2629,3747,7840,7.8503,1.75721,3.02043,1.91701,4.18847,1.77772,489,1829,2790,17495,13.3931,1.56618,2.67713,2.30625,6.14269,3.05344
5,50000,2.64619,-2.24619,2.53808,677,3075,5180,3944,7.6103,1.88058,3.18822,1.90477,3.57002,1.5948,476,1855,3110,24845,13.812,1.67987,2.49242,2.42226,5.60032,2.95675
6,60000,2.63837,-2.23837,2.55479,622,2837,4294,4295,7.826,1.76189,3.10978,1.88204,3.03288,1.68805,397,1703,2543,33473,13.4661,1.20354,2.36252,1.90265,4.09015,2.84336
7,70000,2.62952,-2.22952,2.56547,616,2990,4598,8878,7.2294,2.25959,3.31674,1.69452,2.92571,1.43411,419,1800,3059,40765,12.5349,1.75002,2.46504,1.93762,4.25272,2.50721
