epoch,time,total_power,headroom,avg_power,class0_p50,class0_p95,class0_p99,class0_qdel_p99,class0_throughput,class0_stall_busy_rate,class0_stall_full_rate,class0_stall_conflict_rate,class0_stall_reserved_rate,class0_stall_xbar_rate,class1_p50,class1_p95,class1_p99,class1_qdel_p99,class1_throughput,class1_stall_busy_rate,class1_stall_full_rate,class1_stall_conflict_rate,class1_stall_reserved_rate,class1_stall_xbar_rate
1,10000,2.92989,-1.92989,2.92989,36,71,88,0,7.661,0,0,0,0.00702812,0.422853,36,71,89,2,17.8009,0,0,0,0.0158781,0.960405
2,20000,2.01173,-1.01173,2.47081,990,1824,1824,8,0.0006,0,0,0,0,0,671,1570,1570,3811,0.0014,0,0,0,0,0
3,30000,2.0259,-1.0259,2.32251,0,0,0,0,0.0006,0,0,0,0,0,0,0,0,0,0.0011,0,0,0,0,0
4,40000,1.96829,-0.968288,2.23395,850,3646,5708,13715,7.157,2.34401,4.24017,2.01149,3.03413,1.92048,561,1780,2806,19934,8.9543,0.705655,1.12965,1.31074,2.78769,2.54972
5,50000,2.00868,-1.00868,2.1889,1069,5136,8679,16413,7.0318,2.61154,4.59471,2.11187,3.15136,1.7994,628,1924,2816,26599,8.7199,0.588183,0.987812,1.27599,2.85158,2.37071
