epoch,time,domain,freq,dyn_power,leak_power,total_power,dyn_energy,leak_energy,total_energy,class0_energy,class1_energy
1,10000,0,1,2.92989,0,2.92989,29298.9,0,29298.9,8818.17,20480.8
2,20000,0,0.56155,2.01173,0,2.01173,20117.3,0,20117.3,7220.4,12896.9
3,30000,0,0.56155,2.0259,0,2.0259,20259,0,20259,8432.39,11826.6
4,40000,0,0.5,1.96829,0,1.96829,19682.9,0,19682.9,9087.39,10595.5
5,50000,0,0.5,2.00868,0,2.00868,20086.8,0,20086.8,9252.92,10833.9
