epoch,time,domain,freq,dyn_power,leak_power,total_power,dyn_energy,leak_energy,total_energy,class0_energy,class1_energy
1,10000,0,1,2.92989,0,2.92989,29298.9,0,29298.9,8818.17,20480.8
2,20000,0,0.5,1.53529,0,1.53529,15352.9,0,15352.9,6271.82,9081.1
3,30000,0,0.5,1.55766,0,1.55766,15576.6,0,15576.6,7564.69,8011.91
4,40000,0,0.5,1.59518,0,1.59518,15951.8,0,15951.8,7815.76,8136.04
