epoch,time,domain,freq,dyn_power,leak_power,total_power,dyn_energy,leak_energy,total_energy,class0_energy,class1_energy
1,10000,0,1,2.71251,0,2.71251,27125.1,0,27125.1,8167.84,18957.3
2,20000,0,0.5,1.50249,0,1.50249,15024.9,0,15024.9,4516.6,10508.3
3,30000,0,0.5,1.53976,0,1.53976,15397.6,0,15397.6,4641.74,10755.9
4,40000,0,0.5,1.57859,0,1.57859,15785.9,0,15785.9,4686.63,11099.2
5,50000,0,0.5,1.61595,0,1.61595,16159.5,0,16159.5,4823.42,11336.1
6,60000,0,0.5,1.65495,0,1.65495,16549.5,0,16549.5,4950.72,11598.8
