epoch,time,domain,freq,dyn_power,leak_power,total_power,dyn_energy,leak_energy,total_energy,class0_energy,class1_energy
1,10000,0,1,2.71251,0,2.71251,27125.1,0,27125.1,8167.84,18957.3
2,20000,0,0.5,1.88703,0,1.88703,18870.3,0,18870.3,5672.39,13198
3,30000,0,0.5,1.93545,0,1.93545,19354.5,0,19354.5,5834.92,13519.5
4,40000,0,0.5,1.81112,0,1.81112,18111.2,0,18111.2,5377.06,12734.1
5,50000,0,0.5,1.85504,0,1.85504,18550.4,0,18550.4,5536.38,13014
6,60000,0,0.5,1.927,0,1.927,19270,0,19270,5765.06,13505
7,70000,0,0.5,1.9707,0,1.9707,19707,0,19707,5902.45,13804.5
