epoch,time,domain,freq,dyn_power,leak_power,total_power,dyn_energy,leak_energy,total_energy,class0_energy,class1_energy
1,10000,0,1,0.768033,0,0.768033,7680.33,0,7680.33,2304.85,5375.49
2,20000,0,0.569096,0.563215,0,0.563215,5632.15,0,5632.15,2070.66,3561.49
3,30000,0,0.569096,0.560263,0,0.560263,5602.63,0,5602.63,2438.88,3163.75
